Position,artists,track_name,Days,Top 10(xTimes),PeakPosition,PeakPosition(xTimes),PeakStreams,totalstreams
6657,LilUziVert,CIGARETTE,4,0.0,102,0,263158,949390
6658,BigSean,Deep,10,0.0,67,0,155324,948444
6659,Zendaya,SomethingNew,9,0.0,159,0,117409,948199
6660,LilPump,Ok,5,0.0,134,0,200162,945891
6661,WizKhalifa,Cowboy,7,0.0,100,0,160889,945600
6662,Shaggy,ItWasn'tMe,6,0.0,106,0,245766,944191
6663,FuerzaRegida,BebeDame,3,0.0,72,0,364028,943686
6664,LaLaLandCast,AnotherDayOfSun,6,0.0,144,0,169287,943206
6665,DJKhaled,IcedOutMyArms,4,0.0,58,0,382384,942873
6666,NatKingCole,OLittleTownOfBethlehem,2,0.0,107,0,579173,941874
6667,$uicideboy$,BUCKHEAD,2,0.0,77,0,548054,941683
6668,TheophilusLondon,Can'tStop,15,0.0,112,0,77070,940636
6669,Quavo,NothingChanged,3,0.0,82,0,354834,939743
6670,JordanSmith,GrownUpChristmasList,3,0.0,187,0,351612,939299
6671,KalinandMyles,Trampoline,13,0.0,137,0,83732,937874
6672,MiikeSnow,GenghisKhan,8,0.0,142,0,124818,937288
6673,ArianaGrande,Sometimes,7,0.0,143,0,151036,936484
6674,SabrinaCarpenter,becauseilikedaboy,4,0.0,137,0,251070,935583
6675,LadyGaga,BadRomance,4,0.0,87,0,276182,935170
6676,ArcticMonkeys,There’dBetterBeAMirrorball,3,0.0,75,0,336122,934873
6677,DavidGuetta,Titanium,7,0.0,85,0,227068,934755
6678,TheBeatles,YesterdayRemastered,7,0.0,85,0,191377,934187
6679,FionaApple,IWantYouToLoveMe,3,0.0,65,0,403876,933944
6680,Blueface,Bussin,4,0.0,124,0,261950,933608
6681,BrittanyHoward,StayHighChildishGambinoVersion,3,0.0,47,0,467036,932878
6682,iSHi,PushIt,11,0.0,102,0,105878,932793
6683,Quavo,CHAMPAGNEROSÉ,3,0.0,60,0,488587,932334
6684,Yeat,3G,3,0.0,32,0,443736,932273
6685,SkiMaskTheSlumpGod,RebornToRebel,3,0.0,120,0,406326,930922
6686,BigSean,"WinSome,LoseSome",9,0.0,63,0,164550,930483
6687,Eminem,Zeus,3,0.0,124,0,343646,930402
6688,Shakira,WakaWaka(ThisTimeforAfrica)[TheOfficial2010FIFAWorldCup(TM)Song],3,0.0,58,0,383278,928604
6689,JBalvin,ODIO,3,0.0,64,0,426631,928124
6690,JuiceWRLD,JuiceWRLDSpeaks2,2,0.0,46,0,586957,928035
6691,NLEChoppa,TooHot,4,0.0,124,0,270065,927573
6692,JustinTimberlake,Sauce,3,0.0,62,0,436073,927423
6693,BLACKPINK,Tally,3,0.0,62,0,429419,926116
6694,Migos,TopDownOnDaNAWF,3,0.0,73,0,449507,925999
6695,ChildishGambino,19.10,3,0.0,70,0,351493,925164
6696,TrippieRedd,KidThatKidd,3,0.0,76,0,388057,924620
6697,SashaAlexSloan,whenwasitover?,4,0.0,83,0,313297,924347
6698,JuiceWRLD,JuiceWRLDSpeaks,2,0.0,45,0,603444,921057
6699,BTS,dimple,4,0.0,113,0,249336,920484
6700,CityGirls,Jobs,4,0.0,111,0,272263,920041
6701,SkiMaskTheSlumpGod,AdultsSwim,3,0.0,136,0,369332,918104
6702,TomPettyandtheHeartbreakers,Breakdown,3,0.0,45,0,499773,917978
6703,G,EazyPrayForMe,4,0.0,150,0,263195,917383
6704,MasonRamsey,BeforeIKnewIt,4,0.0,145,0,243345,916748
6705,LanaDelRey,MusicToWatchBoysTo,7,0.0,79,0,150754,916614
6706,MachineGunKelly,morethanlife,3,0.0,75,0,407965,916254
6707,BigGigantic,AllofMe,7,0.0,173,0,140515,915094
6708,Foudeqush,ConLaBrisa,3,0.0,111,0,325690,914742
6709,LilBaby,ManofmyWord,3,0.0,60,0,422677,914293
6710,DavidBowie,Lazarus,4,0.0,31,0,347349,913716
6711,LukeCombs,EveryLittleBitHelps,3,0.0,64,0,423566,913158
6712,LukeCombs,DearToday,3,0.0,70,0,413746,913056
6713,RaeSremmurd,Buckets,2,0.0,45,0,618427,912408
6714,OneDirection,Clouds,13,0.0,70,0,104141,912222
6715,LukeCombs,"Going,Going,Gone",3,0.0,108,0,326143,911259
6716,BillWithers,Ain'tNoSunshine,3,0.0,63,0,384104,910716
6717,Kygo,TheTruth,3,0.0,90,0,354793,910448
6718,TrippieRedd,ThrowItAway,3,0.0,55,0,444656,909717
6719,MotherMother,HayloftII,4,0.0,152,0,237348,909222
6720,RichTheKid,PlugWalk,4,0.0,158,0,249123,908141
6721,LanaDelRey,BeautifulPeopleBeautifulProblems,4,0.0,80,0,350456,908097
6722,NAV,Recap,3,0.0,66,0,436030,906882
6723,A$APRocky,BrothaMan,2,0.0,54,0,603789,906640
6724,LilUziVert,SpaceCadet,3,0.0,39,0,440447,905636
6725,InternetMoney,Flossin’,3,0.0,55,0,378416,904916
6726,ABoogieWitdaHoodie,ComeCloser,3,0.0,129,0,358568,904810
6727,PlayboiCarti,JumpOutTheHouse,2,0.0,97,0,650686,904440
6728,AlabamaShakes,Don'tWannaFight,10,0.0,94,0,121415,903482
6729,YoungThug,GangUp,5,0.0,166,0,194951,902538
6730,JustinBieber,Backpack,14,0.0,112,0,81460,902538
6731,NickiMinaj,TheCryingGame,13,0.0,98,0,101720,902518
6732,ChadFocus,GettotheMoney,5,0.0,134,0,187202,900933
6733,TheBeatles,ComeTogetherRemastered,4,0.0,35,0,304770,900820
6734,RickRoss,DeadPresidents,5,0.0,140,0,198070,899688
6735,Kehlani,Feels,3,0.0,91,0,406161,899398
6736,G,EazyButADream,4,0.0,154,0,253045,899011
6737,EdwardSharpe&TheMagneticZeros,Home,12,0.0,165,0,120012,898347
6738,OneDirection,Spaces,13,0.0,72,0,102550,898344
6739,LilPump,Crazy,4,0.0,82,0,346463,898203
6740,Maroon5,Lost,3,0.0,86,0,417560,897076
6741,Drake,JodeciFreestyle,2,0.0,38,0,565385,896821
6742,DrakeotheRuler,TalkToMe,3,0.0,51,0,380083,895816
6743,Future,RealSisters,9,0.0,92,0,114712,895346
6744,Mumford&Sons,BroadShoulderedBeasts,8,0.0,62,0,156409,895272
6745,SummerWalker,SomethingReal,3,0.0,77,0,409565,894946
6746,MirandaLambert,Bluebird,4,0.0,164,0,238907,894836
6747,Future,REDLIGHT,3,0.0,73,0,422693,893285
6748,AWOLNATION,I'mOnFire,12,0.0,113,0,89263,893140
6749,BTS,Intro:Serendipity,4,0.0,119,0,245084,892805
6750,MGMT,LittleDarkAge,4,0.0,130,0,241053,891987
6751,MachineGunKelly,twinflame,3,0.0,67,0,379902,891801
6752,KIDSSEEGHOSTS,FeelTheLove,2,0.0,30,0,695702,890235
6753,EdwardSharpe&TheMagneticZeros,Home2019Remaster,3,0.0,61,0,393972,890183
6754,LanaDelRey,WhiteMustang,4,0.0,115,0,304942,889957
6755,Future,RealLove,4,0.0,96,0,304845,889885
6756,Gunna,YaoMing,3,0.0,92,0,405621,889688
6757,Lin,"ManuelMirandaAaronBurr,Sir",4,0.0,173,0,225895,889218
6758,OneDirection,ActMyAge,13,0.0,76,0,98484,887583
6759,Itzyungbaby,Feelins,3,0.0,143,0,322578,887457
6760,j,hopeArson,3,0.0,54,0,409599,887355
6761,Eminem,BlackMagic,2,0.0,56,0,533312,887305
6762,6ix9ine,WONDO,2,0.0,48,0,529724,885562
6763,TrippieRedd,HowYouFeel,3,0.0,78,0,406064,885419
6764,LilYachty,FlexUp,3,0.0,74,0,378582,885227
6765,ZAYN,rEaRvIeW,6,0.0,79,0,221309,883607
6766,ArcticMonkeys,FourOutOfFive,3,0.0,68,0,441236,882432
6767,TrippieRedd,OompsRevenge,3,0.0,75,0,417450,882149
6768,GeorgeMichael,CarelessWhisper,4,0.0,53,0,268717,879063
6769,JBalvin,COMOUNBEBÉ,3,0.0,71,0,398076,878836
6770,Afrojack,SummerThing!,10,0.0,128,0,103571,878324
6771,ABoogieWitdaHoodie,VroomVroom,3,0.0,91,0,364591,876904
6772,BTS,PiedPiper,4,0.0,126,0,237970,876050
6773,ArethaFranklin,ISayaLittlePrayer,2,0.0,44,0,472746,875998
6774,YNWMelly,BestFriends4L,4,0.0,143,0,248374,875712
6775,Future,DOHDOH,3,0.0,78,0,406013,874481
6776,G,EazySadBoy,7,0.0,102,0,151857,874220
6777,LadyGaga,Dancin'InCircles,6,0.0,107,0,205120,874173
6778,CheddaDaConnect,FlickaDaWrist,12,0.0,157,0,80437,874093
6779,XXXTENTACION,LookingforaStar,3,0.0,83,0,412624,873942
6780,CamilaCabello,InsideOut,4,0.0,115,0,273925,873934
6781,YG,TOOCOCKY,3,0.0,87,0,378698,873402
6782,Offset,NorthStar,3,0.0,104,0,379807,873005
6783,SelenaGomez,Revival,7,0.0,64,0,198521,872354
6784,SebastianYatra,ParejaDelAño,4,0.0,197,0,221722,872269
6785,LilBaby,MyJeans(LilBaby&Gunnafeat.YoungThug),2,0.0,53,0,584836,871456
6786,Panic!AtTheDisco,TheGreatestShow,3,0.0,88,0,351897,870750
6787,RichBrian,Gospel,4,0.0,114,0,322649,870656
6788,The7Dimensions,Faygo,3,0.0,107,0,351336,870023
6789,PoloG,Unapologetic,3,0.0,95,0,357559,869864
6790,LanaDelRey,LetMeLoveYouLikeAWoman,3,0.0,52,0,392422,869680
6791,LilDurk,TheVoice,3,0.0,94,0,359289,869418
6792,CalvinHarris,NewToYou,3,0.0,74,0,372955,868597
6793,RomeoSantos,SinFin,3,0.0,83,0,343919,868369
6794,$uicideboy$,ChampagneFace,2,0.0,99,0,492230,868365
6795,NipseyHussle,VictoryLap,3,0.0,79,0,374129,868105
6796,Dixie,BeHappy,4,0.0,178,0,232902,867127
6797,MisterWives,OurOwnHouse,12,0.0,95,0,88071,867033
6798,JungKook,Dreamers[MusicfromtheFIFAWorldCupQatar2022OfficialSoundtrack],3,0.0,90,0,321857,866620
6799,Gunna,GIMMICK,2,0.0,37,0,561151,866443
6800,XXXTENTACION,RIPRoach,3,0.0,89,0,395697,866208
6801,Logic,WaitingRoom,3,0.0,65,0,455420,866207
6802,CamilaCabello,Something'sGottaGive,4,0.0,123,0,265806,865940
6803,FrankSinatra,TheChristmasWaltzRemastered,2,0.0,126,0,526566,865838
6804,NF,THAT'SAJOKE,3,0.0,68,0,383243,865349
6805,JnrChoi,TOTHEMOON,4,0.0,171,0,230106,864655
6806,LilTecca,OurTime,3,0.0,77,0,356587,863776
6807,DermotKennedy,Outnumbered,4,0.0,190,0,220154,862888
6808,TwentyOnePilots,Polarize,9,0.0,85,0,126480,862658
6809,RunTheJewels,holycalamafuck,3,0.0,72,0,339854,862618
6810,G,EazyThinkAboutYou,7,0.0,108,0,135357,861139
6811,Kygo,Undeniable,3,0.0,53,0,414436,860670
6812,BankrolHayden,CostaRica,4,0.0,158,0,240227,858659
6813,JBalvin,Morado,3,0.0,81,0,358632,858456
6814,ToveLo,TrueDisaster,6,0.0,109,0,193244,856647
6815,MichaelBublé,SantaBaby,8,0.0,86,0,181629,855895
6816,YoungStonerLife,ThatGo!,3,0.0,65,0,345839,855702
6817,BigSean,DarkSky(Skyscrapers),8,0.0,56,0,171554,855017
6818,MorganWallen,BandaidOnABulletHoleBonus,3,0.0,55,0,389453,854004
6819,VinceStaples,YeahRight,4,0.0,72,0,330489,853443
6820,IU,eight(Prod.&Feat.SUGAofBTS),3,0.0,68,0,339004,853331
6821,grandson,Blood//Water,4,0.0,154,0,223730,853042
6822,BrysonTiller,WeBothKnow,3,0.0,67,0,414208,852798
6823,Sublime,Santeria,5,0.0,148,0,220072,852382
6824,KingVon,StraightToIt,3,0.0,63,0,369339,850931
6825,Halsey,BellsinSantaFe,3,0.0,65,0,372473,850082
6826,Aminé,REELITIN,4,0.0,168,0,218393,849504
6827,NLEChoppa,PushIt,3,0.0,69,0,353479,849114
6828,JakeOwen,IWasJack(YouWereDiane),4,0.0,181,0,219295,847757
6829,LilWayne,StopPlayinWithMe,2,0.0,59,0,474103,843891
6830,JamesBlake,INeedAForestFire,6,0.0,68,0,255743,843520
6831,Mumford&Sons,ThereWillBeTime,6,0.0,99,0,200873,842620
6832,ABoogieWitdaHoodie,CinderellaStory,2,0.0,69,0,518658,841717
6833,JoJo,FuckApologies,6,0.0,114,0,199961,841325
6834,TheGame,OnMe,8,0.0,116,0,112447,840998
6835,A$APRocky,BetterThings,7,0.0,60,0,181657,840892
6836,BlakeShelton,NobodyButYou(DuetwithGwenStefani),4,0.0,154,0,227248,839774
6837,Logic,CityOfStars,7,0.0,114,0,147499,839321
6838,CarrieUnderwood,SmokeBreak,9,0.0,138,0,108140,838464
6839,FettyWap,LikeAStar,5,0.0,158,0,178613,837928
6840,RunTheJewels,walkinginthesnow,3,0.0,73,0,335755,837193
6841,BrettEldredge,Somethin'I'mGoodAt,5,0.0,156,0,191581,836278
6842,TaylorSwift,it’stimetogobonustrack,3,0.0,84,0,362471,835724
6843,LÉON,TiredofTalking,7,0.0,79,0,160485,835587
6844,NipseyHussle,BlueLaces2,3,0.0,89,0,355995,835359
6845,EnriqueIglesias,SUBEMELARADIO,5,0.0,191,0,176647,835035
6846,DenzelCurry,RICKY,3,0.0,108,0,329116,834052
6847,LilBaby,Lying,3,0.0,78,0,365752,833322
6848,MoneybaggYo,Wockesha,3,0.0,77,0,344108,833028
6849,5SecondsofSummer,Valentine,3,0.0,69,0,394966,832468
6850,HunchoJack,BestMan,2,0.0,55,0,531334,832129
6851,MeekMill,TheDifference,6,0.0,135,0,147909,832083
6852,ChancetheRapper,FavoriteSong,3,0.0,90,0,351695,832043
6853,BigSean,LuckyMe,2,0.0,36,0,530684,830308
6854,IsaiahRashad,Claymore,3,0.0,71,0,366541,830071
6855,LilBaby,Anyway,2,0.0,71,0,520005,829539
6856,SethMacFarlane,"Baby,It'sColdOutside",6,0.0,51,0,235673,829213
6857,DavidGuetta,ThingForYou(WithMartinSolveig),3,0.0,90,0,365051,828679
6858,BadBunny,ENCASITA,3,0.0,66,0,361621,828052
6859,SkiMaskTheSlumpGod,SaveMePt2,3,0.0,164,0,322555,827994
6860,TyDolla$ign,Don'tSleepOnMe,4,0.0,130,0,237647,827634
6861,Logic,Upgrade,7,0.0,109,0,162168,826936
6862,GeorgeEzra,Shotgun,4,0.0,191,0,213058,826785
6863,NickiMinaj,WantSomeMore,12,0.0,99,0,100956,826545
6864,PlayboiCarti,Meh,2,0.0,125,0,561721,826353
6865,NickiMinaj,BuyAHeart,12,0.0,104,0,98101,826179
6866,Nas,Rare,3,0.0,60,0,364937,825360
6867,NAV,NoDebate,2,0.0,41,0,542743,825130
6868,PopSmoke,What’sCrackin,2,0.0,51,0,530561,824441
6869,blackbear,queenofbrokenhearts,3,0.0,100,0,332315,824373
6870,LilSkies,Ok4Now,3,0.0,125,0,351999,823969
6871,Nas,SimpleThings,3,0.0,85,0,336602,822621
6872,Slipknot,Unsainted,3,0.0,112,0,325753,822507
6873,AnuelAA,Bandido,3,0.0,103,0,318271,822476
6874,BeeGees,MoreThanAWoman,4,0.0,162,0,207863,822111
6875,BROCKHAMPTON,ST.PERCY,3,0.0,81,0,372495,821075
6876,TrippieRedd,LilWayne,3,0.0,78,0,374374,820986
6877,Future,Undefeated,3,0.0,110,0,327909,820576
6878,DavidBowie,ZiggyStardust2012RemasteredVersion,4,0.0,34,0,325916,820340
6879,JohnDenver,"TakeMeHome,CountryRoads",3,0.0,84,0,325896,819776
6880,TwentyOnePilots,Redecorate,3,0.0,97,0,350658,819769
6881,Shakin'Stevens,MerryChristmasEveryoneRemastered,2,0.0,101,0,475837,818379
6882,LinkinPark,Papercut,3,0.0,66,0,412230,817527
6883,ImagineDragons,NextToMe,3,0.0,75,0,389482,816877
6884,Beyoncé,CrazyInLove,9,0.0,107,0,131344,815363
6885,BrysonTiller,TimelessInterlude,2,0.0,56,0,517161,815107
6886,Halsey,Alone,4,0.0,94,0,287227,814572
6887,Commodores,Easy,3,0.0,98,0,289280,814411
6888,Ludacris,GoodLovin,9,0.0,97,0,106498,814002
6889,Mumford&Sons,OnlyLove,7,0.0,60,0,163718,813488
6890,ShawnMendes,BecauseIHadYou,3,0.0,108,0,357142,813130
6891,AlanWalker,Darkside,4,0.0,169,0,217605,812726
6892,NewPolitics,EverywhereIGo(KingsandQueens),13,0.0,104,0,77847,812331
6893,DavidBowie,Blackstar,4,0.0,33,0,328233,810351
6894,Lovejoy,SexSells,3,0.0,82,0,296078,810250
6895,PoloG,Losses,2,0.0,65,0,508713,809814
6896,Logic,DarkPlace,2,0.0,67,0,499860,809735
6897,ChildishGambino,0.00,2,0.0,43,0,478145,809732
6898,PushaT,Brambleton,2,0.0,23,0,505252,809459
6899,Halsey,EasierthanLying,3,0.0,72,0,350386,808231
6900,Future,LastName,3,0.0,101,0,333491,807584
6901,BROCKHAMPTON,IFYOUPRAYRIGHT,3,0.0,94,0,352885,807579
6902,EslabonArmado,DOSMORRITAS,2,0.0,58,0,514005,807346
6903,BTS,BornSinger,2,0.0,38,0,526175,807290
6904,LukeCombs,MyKindaFolk,2,0.0,34,0,533993,807116
6905,Eminem,Alfred’sTheme,2,0.0,70,0,472418,806983
6906,NLEChoppa,100Shots,3,0.0,148,0,283879,805910
6907,OneDirection,WhatMakesYouBeautiful,2,0.0,27,0,550742,805896
6908,$uicideboy$,TheSerpentandtheRainbow,2,0.0,110,0,460528,805802
6909,SummerWalker,OverIt,3,0.0,90,0,360717,804326
6910,ArianaGrande,ThinkingBoutYou,6,0.0,147,0,147563,804123
6911,Future,WhenIWasBroke,4,0.0,104,0,276502,803038
6912,Kygo,CarryMe,6,0.0,140,0,154118,802160
6913,CharliePuth,HowLong,2,0.0,55,0,404601,801879
6914,Gryffin,FeelGood,4,0.0,135,0,235789,801594
6915,NF,LAYERS,3,0.0,100,0,330207,801395
6916,A$APRocky,WestSideHighway,7,0.0,62,0,177728,801386
6917,DavidBowie,Changes1999RemasteredVersion,4,0.0,38,0,303873,801214
6918,Prince,Stare,4,0.0,51,0,332210,801179
6919,LinkinPark,SomewhereIBelong,3,0.0,67,0,411427,801056
6920,MeekMill,GTA,3,0.0,112,0,304457,800871
6921,BabyKeem,16,3,0.0,139,0,297233,800594
6922,FireboyDML,Peru,4,0.0,173,0,202580,800094
6923,AC/DC,YouShookMeAllNightLong,4,0.0,135,0,223347,798705
6924,WhitneyHouston,IWannaDancewithSomebody(WhoLovesMe),3,0.0,57,0,352195,798015
6925,LilUziVert,Lullaby,2,0.0,39,0,498499,797465
6926,Joji,ATTENTION,3,0.0,94,0,360414,797449
6927,Halsey,Lilith,3,0.0,76,0,344494,796522
6928,BrysonTiller,InCheck,3,0.0,78,0,377897,796469
6929,Future,UptheRiver,2,0.0,54,0,505645,796436
6930,Gunna,FEIGNING,2,0.0,46,0,505975,796300
6931,BabyKeem,bankaccount,2,0.0,53,0,507860,795960
6932,DaBaby,HIT,3,0.0,89,0,294311,795455
6933,LilBaby,WaterfallFlow,2,0.0,51,0,475075,795226
6934,Yeat,Bigtonka,2,0.0,22,0,504157,794289
6935,PopSmoke,TopShotta,2,0.0,53,0,527948,793816
6936,Quavo,SHINE,2,0.0,49,0,536282,793723
6937,CalvinHarris,WeFoundLove,10,0.0,168,0,90629,793648
6938,ThomasRhett,SlowDownSummer,3,0.0,86,0,336961,793238
6939,Mumford&Sons,ColdArms,7,0.0,67,0,151188,793165
6940,LilTjay,IceCold,3,0.0,110,0,305697,793150
6941,Mitski,Nobody,4,0.0,184,0,202032,793059
6942,BonIver,SkinnyLove,10,0.0,131,0,216704,792797
6943,LilBaby,Section8,2,0.0,75,0,497669,792480
6944,SummerWalker,DrunkDialing...LODT,3,0.0,109,0,330787,791909
6945,RodWave,Tombstone,2,0.0,44,0,410993,791036
6946,BakaNotNice,LiveUptoMyName,4,0.0,138,0,218549,790157
6947,PlayboiCarti,NoSl33p,2,0.0,126,0,558706,790076
6948,JustinTimberlake,Wave,3,0.0,85,0,353422,789153
6949,BigSean,BodyLanguage,2,0.0,43,0,495939,788123
6950,LinkinPark,Faint,3,0.0,65,0,420635,787907
6951,Aaliyah,Poison,2,0.0,55,0,479548,787806
6952,Mumford&Sons,Ditmas,7,0.0,71,0,149352,787057
6953,FallOutBoy,JetPackBlues,10,0.0,80,0,108083,787030
6954,TaylorSwift,thelakes(bonustrack),3,0.0,109,0,299620,786927
6955,LilBaby,SealsPills(LilBaby&Gunna),2,0.0,66,0,524136,786668
6956,Logic,A2Z,2,0.0,70,0,487380,786518
6957,Shakira,MeGusta,3,0.0,122,0,273601,786206
6958,A$APRocky,BackHome,7,0.0,66,0,170820,785553
6959,RoddyRicch,hibachi,2,0.0,63,0,450925,784921
6960,AnuelAA,Antes,3,0.0,86,0,315868,784268
6961,CityGirls,JTFirstDayOut,3,0.0,114,0,280354,784000
6962,SarahConnor,RingOutTheBells,2,0.0,149,0,451361,783909
6963,Coldplay,Paradise,9,0.0,55,0,210146,783678
6964,NAV,OneTime,2,0.0,47,0,471459,783108
6965,ImagineDragons,Polaroid,8,0.0,68,0,146064,782718
6966,PopSmoke,Mr.Jones,2,0.0,58,0,501676,781675
6967,DDG,ElonMusk,3,0.0,121,0,301774,780818
6968,BrentFaiyaz,SKIT:EGOMANIAC,2,0.0,36,0,533486,779170
6969,LilBaby,DoubleDown,2,0.0,53,0,460095,778702
6970,JonasBrothers,Year3000,2,0.0,62,0,496643,778333
6971,Gunna,ADDYS,2,0.0,52,0,491905,778276
6972,MichaelBublé,SilentNight,5,0.0,95,0,272641,778087
6973,KyleDixon&MichaelStein,StrangerThings,3,0.0,103,0,317907,777154
6974,ScHoolboyQ,ByAnyMeans,6,0.0,140,0,149962,776896
6975,Gunna,StyleStealer(LilBaby&Gunna),2,0.0,71,0,509742,776810
6976,PlayboiCarti,PunkMonk,2,0.0,136,0,517087,776721
6977,RachelPlatten,StandByYou,8,0.0,126,0,109596,776610
6978,Halsey,Youaskedforthis,3,0.0,75,0,344970,776401
6979,Solange,Mad,5,0.0,140,0,218456,775907
6980,LilSkies,RealTies,3,0.0,142,0,311215,775743
6981,Logic,NeverBeen,7,0.0,131,0,128819,775684
6982,LilBaby,Can'tExplain,2,0.0,62,0,476680,774976
6983,6LACK,Sorry,3,0.0,118,0,307234,774542
6984,SummerWalker,MyAffection,2,0.0,59,0,479702,774450
6985,KidCudi,WillingToTrust,3,0.0,109,0,300498,774390
6986,RunTheJewels,gooniesvs.E.T.,3,0.0,86,0,306025,773979
6987,Florence+TheMachine,WhatKindOfMan,8,0.0,90,0,110359,773914
6988,JackÜ,Mind,6,0.0,155,0,135788,773513
6989,Lorde,Liability(Reprise),4,0.0,120,0,247500,772477
6990,LilPump,Illuminati,3,0.0,88,0,272846,772465
6991,TheBeatles,AllYouNeedIsLoveRemastered,6,0.0,91,0,182176,772391
6992,MeekMill,Wins&Losses,4,0.0,141,0,251348,772084
6993,ConanGray,FamilyLine,3,0.0,134,0,260550,771923
6994,blink,182Cynical,5,0.0,100,0,237395,771517
6995,ChildishGambino,TheNightMeandYourMamaMet,3,0.0,64,0,352777,771487
6996,LilYachty,HitBoutIt,3,0.0,75,0,303323,770989
6997,BrysonTiller,HighStakes,3,0.0,87,0,348358,770908
6998,PopSmoke,BeatTheSpeaker,2,0.0,57,0,502687,770885
6999,KaceyMusgraves,Butterflies,3,0.0,116,0,304207,770729
7000,TheBeachBoys,WeThreeKingsOfOrientAre1991Remix,2,0.0,136,0,399010,770488
7001,VampireWeekend,ThisLife,3,0.0,125,0,303370,770177
7002,SkiMaskTheSlumpGod,TakeAStepBack,3,0.0,116,0,321772,770034
7003,Future,TalkShitLikeaPreacher,2,0.0,76,0,461558,769932
7004,Logic,RunIt,7,0.0,134,0,129577,769881
7005,BrettEldredge,TheLongWay,4,0.0,183,0,198275,769743
7006,BTS,ForYouth,2,0.0,47,0,498710,769634
7007,Russ,CherryHill,4,0.0,166,0,208963,768899
7008,BadBunny,100MILLONES,3,0.0,85,0,341644,768253
7009,LinkinPark,BleedItOut,3,0.0,71,0,389678,768227
7010,BrysonTiller,KeepDoingWhatYou'reDoing,2,0.0,58,0,484615,767950
7011,AndrewGold,"Spooky,ScarySkeletons",3,0.0,111,0,265145,767846
7012,JohnMayer,WhyYouNoLoveMe,2,0.0,59,0,495211,767809
7013,MayarJenisk,LongingHeart,2,0.0,36,0,404238,767525
7014,Outkast,HeyYa!RadioMix/ClubMix,7,0.0,108,0,160103,766996
7015,Hozier,CherryWineLive,10,0.0,157,0,94891,766776
7016,HARDY,waitinthetruck,3,0.0,189,0,258265,766481
7017,GucciMane,WorkInProgress(Intro),4,0.0,142,0,233964,766473
7018,CashCash,Devil,8,0.0,128,0,104495,766377
7019,Migos,WhatYouSee,2,0.0,79,0,461918,766046
7020,LukeCombs,AnyGivenFridayNight,2,0.0,43,0,477082,765813
7021,BrunoMars,CallingAllMyLovelies,5,0.0,147,0,170661,764204
7022,PoloG,FortheLoveofNewYork,2,0.0,71,0,477149,764129
7023,TrioVegabajeño,CANTARESDENAVIDAD,2,0.0,52,0,467395,763527
7024,YG,SUUWHOOP,3,0.0,110,0,314054,763132
7025,Offset,FatherOf4,2,0.0,68,0,474993,762751
7026,GlassAnimals,TokyoDrifting,3,0.0,141,0,274358,762344
7027,Aminé,Charmander,3,0.0,117,0,280411,762125
7028,Drake,MySide,2,0.0,53,0,472646,761031
7029,LilBaby,Everything,2,0.0,55,0,450944,760628
7030,NLEChoppa,ShottaFlow4,3,0.0,134,0,281760,760532
7031,Future,Rotation,8,0.0,103,0,110032,760285
7032,ianndior,HoldingOn,3,0.0,117,0,300330,760265
7033,LeonBridges,InsideFriend,2,0.0,35,0,496950,759996
7034,Takeoff,MartianIntro,2,0.0,52,0,514498,759756
7035,Kehlani,BadNews,2,0.0,51,0,489934,759441
7036,ShawnMendes,Mutual,3,0.0,128,0,324497,759323
7037,LeithRoss,We'llNeverHaveSex,3,0.0,127,0,298431,758614
7038,PushaT,LetTheSmokersShineTheCoupes,2,0.0,34,0,467701,758474
7039,NatKingCole,JoyToTheWorld1999Remastered,3,0.0,42,0,393844,757499
7040,A$APRocky,Changes,2,0.0,74,0,484346,757201
7041,MartinGarrix,LoveRunsOut,3,0.0,77,0,341483,757189
7042,Logic,BohemianTrapsody,3,0.0,125,0,286223,756291
7043,Alesso,IWannaKnow,6,0.0,125,0,170386,756228
7044,BingCrosby,WhatChildIsThis/TheHollyAndTheIvyMedley/Remastered2006,4,0.0,65,0,331771,755967
7045,GleeCast,JingleBellRock(GleeCastVersion),5,0.0,102,0,233765,755694
7046,JhenéAiko,Speak,2,0.0,86,0,453358,754954
7047,Mumford&Sons,Beloved,3,0.0,105,0,312679,754217
7048,POWERS,Sunshine,6,0.0,172,0,145297,753620
7049,Kehlani,Water,2,0.0,55,0,478357,753482
7050,Drake,ParisMortonMusic,2,0.0,62,0,449011,752966
7051,OmahLay,Attention,2,0.0,28,0,498273,752721
7052,LilWayne,NotMe,2,0.0,91,0,403426,752227
7053,The1975,Me&YouTogetherSong,2,0.0,84,0,499190,751612
7054,TrippieRedd,AllForMe,2,0.0,54,0,477206,751550
7055,Gunna,DerekFisher,2,0.0,67,0,479051,751231
7056,MacMiller,ConversationPt.1,3,0.0,134,0,270317,750480
7057,BrunoMars,Finesse,5,0.0,152,0,170087,750104
7058,BrysonTiller,NextToYou,2,0.0,66,0,461566,750039
7059,BabyKeem,hooligan,3,0.0,101,0,309735,749800
7060,Eminem,ToneDeaf,2,0.0,81,0,432193,749753
7061,JayRock,TapOut,3,0.0,102,0,309364,749746
7062,Wizkid,ComeCloser,4,0.0,141,0,227140,749496
7063,NAV,GlowUp,3,0.0,111,0,323401,748258
7064,Ozuna,Caramelo,3,0.0,130,0,260615,747103
